state,dimension,count,percentage,total_posts
Guanajuato,INCOME,42,20.48780487804878,205
Guanajuato,ACCESS TO HEALTH SERVICES,58,28.292682926829265,205
Guanajuato,EDUCATIONAL_LAG,12,5.853658536585367,205
Guanajuato,ACCESS TO SOCIAL SECURITY,56,27.31707317073171,205
Guanajuato,HOUSING,11,5.365853658536586,205
Guanajuato,ACCESS TO FOOD,4,1.951219512195122,205
Guanajuato,SOCIAL_COHESION,2,0.975609756097561,205
Guanajuato,OTHER,20,9.75609756097561,205
Michoacán,INCOME,17,22.666666666666664,75
Michoacán,ACCESS TO HEALTH SERVICES,30,40.0,75
Michoacán,EDUCATIONAL_LAG,5,6.666666666666667,75
Michoacán,ACCESS TO SOCIAL SECURITY,16,21.333333333333336,75
Michoacán,HOUSING,2,2.666666666666667,75
Michoacán,ACCESS TO FOOD,0,0.0,75
Michoacán,SOCIAL_COHESION,0,0.0,75
Michoacán,OTHER,5,6.666666666666667,75
Sinaloa,INCOME,14,18.666666666666668,75
Sinaloa,ACCESS TO HEALTH SERVICES,28,37.333333333333336,75
Sinaloa,EDUCATIONAL_LAG,1,1.3333333333333335,75
Sinaloa,ACCESS TO SOCIAL SECURITY,19,25.333333333333336,75
Sinaloa,HOUSING,2,2.666666666666667,75
Sinaloa,ACCESS TO FOOD,2,2.666666666666667,75
Sinaloa,SOCIAL_COHESION,3,4.0,75
Sinaloa,OTHER,6,8.0,75
Chihuahua,INCOME,16,12.903225806451612,124
Chihuahua,ACCESS TO HEALTH SERVICES,42,33.87096774193548,124
Chihuahua,EDUCATIONAL_LAG,7,5.64516129032258,124
Chihuahua,ACCESS TO SOCIAL SECURITY,29,23.387096774193548,124
Chihuahua,HOUSING,7,5.64516129032258,124
Chihuahua,ACCESS TO FOOD,11,8.870967741935484,124
Chihuahua,SOCIAL_COHESION,3,2.4193548387096775,124
Chihuahua,OTHER,9,7.258064516129033,124
Guerrero,INCOME,20,19.41747572815534,103
Guerrero,ACCESS TO HEALTH SERVICES,31,30.097087378640776,103
Guerrero,EDUCATIONAL_LAG,6,5.825242718446602,103
Guerrero,ACCESS TO SOCIAL SECURITY,31,30.097087378640776,103
Guerrero,HOUSING,8,7.766990291262135,103
Guerrero,ACCESS TO FOOD,1,0.9708737864077669,103
Guerrero,SOCIAL_COHESION,1,0.9708737864077669,103
Guerrero,OTHER,5,4.854368932038835,103
Tamaulipas,INCOME,9,12.32876712328767,73
Tamaulipas,ACCESS TO HEALTH SERVICES,33,45.20547945205479,73
Tamaulipas,EDUCATIONAL_LAG,4,5.47945205479452,73
Tamaulipas,ACCESS TO SOCIAL SECURITY,19,26.027397260273972,73
Tamaulipas,HOUSING,0,0.0,73
Tamaulipas,ACCESS TO FOOD,5,6.8493150684931505,73
Tamaulipas,SOCIAL_COHESION,1,1.36986301369863,73
Tamaulipas,OTHER,2,2.73972602739726,73
Baja California,INCOME,8,22.857142857142858,35
Baja California,ACCESS TO HEALTH SERVICES,13,37.142857142857146,35
Baja California,EDUCATIONAL_LAG,0,0.0,35
Baja California,ACCESS TO SOCIAL SECURITY,9,25.71428571428571,35
Baja California,HOUSING,0,0.0,35
Baja California,ACCESS TO FOOD,0,0.0,35
Baja California,SOCIAL_COHESION,0,0.0,35
Baja California,OTHER,5,14.285714285714285,35
Zacatecas,INCOME,12,22.22222222222222,54
Zacatecas,ACCESS TO HEALTH SERVICES,18,33.33333333333333,54
Zacatecas,EDUCATIONAL_LAG,6,11.11111111111111,54
Zacatecas,ACCESS TO SOCIAL SECURITY,12,22.22222222222222,54
Zacatecas,HOUSING,0,0.0,54
Zacatecas,ACCESS TO FOOD,2,3.7037037037037033,54
Zacatecas,SOCIAL_COHESION,4,7.4074074074074066,54
Zacatecas,OTHER,0,0.0,54
Colima,INCOME,11,21.153846153846153,52
Colima,ACCESS TO HEALTH SERVICES,19,36.53846153846153,52
Colima,EDUCATIONAL_LAG,0,0.0,52
Colima,ACCESS TO SOCIAL SECURITY,13,25.0,52
Colima,HOUSING,3,5.769230769230769,52
Colima,ACCESS TO FOOD,1,1.9230769230769231,52
Colima,SOCIAL_COHESION,0,0.0,52
Colima,OTHER,5,9.615384615384617,52
Jalisco,INCOME,48,24.870466321243523,193
Jalisco,ACCESS TO HEALTH SERVICES,82,42.487046632124354,193
Jalisco,EDUCATIONAL_LAG,8,4.145077720207254,193
Jalisco,ACCESS TO SOCIAL SECURITY,36,18.65284974093264,193
Jalisco,HOUSING,9,4.66321243523316,193
Jalisco,ACCESS TO FOOD,2,1.0362694300518136,193
Jalisco,SOCIAL_COHESION,3,1.5544041450777202,193
Jalisco,OTHER,5,2.5906735751295336,193
Aguascalientes,INCOME,4,21.052631578947366,19
Aguascalientes,ACCESS TO HEALTH SERVICES,5,26.31578947368421,19
Aguascalientes,EDUCATIONAL_LAG,2,10.526315789473683,19
Aguascalientes,ACCESS TO SOCIAL SECURITY,7,36.84210526315789,19
Aguascalientes,HOUSING,0,0.0,19
Aguascalientes,ACCESS TO FOOD,0,0.0,19
Aguascalientes,SOCIAL_COHESION,0,0.0,19
Aguascalientes,OTHER,1,5.263157894736842,19
Baja California Sur,INCOME,0,0.0,7
Baja California Sur,ACCESS TO HEALTH SERVICES,4,57.14285714285714,7
Baja California Sur,EDUCATIONAL_LAG,0,0.0,7
Baja California Sur,ACCESS TO SOCIAL SECURITY,2,28.57142857142857,7
Baja California Sur,HOUSING,0,0.0,7
Baja California Sur,ACCESS TO FOOD,0,0.0,7
Baja California Sur,SOCIAL_COHESION,0,0.0,7
Baja California Sur,OTHER,1,14.285714285714285,7
Campeche,INCOME,4,8.88888888888889,45
Campeche,ACCESS TO HEALTH SERVICES,15,33.33333333333333,45
Campeche,EDUCATIONAL_LAG,6,13.333333333333334,45
Campeche,ACCESS TO SOCIAL SECURITY,11,24.444444444444443,45
Campeche,HOUSING,0,0.0,45
Campeche,ACCESS TO FOOD,2,4.444444444444445,45
Campeche,SOCIAL_COHESION,0,0.0,45
Campeche,OTHER,7,15.555555555555555,45
Coahuila,INCOME,13,13.26530612244898,98
Coahuila,ACCESS TO HEALTH SERVICES,37,37.755102040816325,98
Coahuila,EDUCATIONAL_LAG,5,5.1020408163265305,98
Coahuila,ACCESS TO SOCIAL SECURITY,31,31.63265306122449,98
Coahuila,HOUSING,1,1.0204081632653061,98
Coahuila,ACCESS TO FOOD,3,3.061224489795918,98
Coahuila,SOCIAL_COHESION,4,4.081632653061225,98
Coahuila,OTHER,4,4.081632653061225,98
Durango,INCOME,8,28.57142857142857,28
Durango,ACCESS TO HEALTH SERVICES,10,35.714285714285715,28
Durango,EDUCATIONAL_LAG,3,10.714285714285714,28
Durango,ACCESS TO SOCIAL SECURITY,6,21.428571428571427,28
Durango,HOUSING,1,3.571428571428571,28
Durango,ACCESS TO FOOD,0,0.0,28
Durango,SOCIAL_COHESION,0,0.0,28
Durango,OTHER,0,0.0,28
Hidalgo,INCOME,14,13.20754716981132,106
Hidalgo,ACCESS TO HEALTH SERVICES,30,28.30188679245283,106
Hidalgo,EDUCATIONAL_LAG,1,0.9433962264150944,106
Hidalgo,ACCESS TO SOCIAL SECURITY,47,44.339622641509436,106
Hidalgo,HOUSING,3,2.8301886792452833,106
Hidalgo,ACCESS TO FOOD,2,1.8867924528301887,106
Hidalgo,SOCIAL_COHESION,5,4.716981132075472,106
Hidalgo,OTHER,4,3.7735849056603774,106
Estado de México,INCOME,2,22.22222222222222,9
Estado de México,ACCESS TO HEALTH SERVICES,4,44.44444444444444,9
Estado de México,EDUCATIONAL_LAG,0,0.0,9
Estado de México,ACCESS TO SOCIAL SECURITY,0,0.0,9
Estado de México,HOUSING,0,0.0,9
