state,dimension,count,percentage,total_posts
Distrito Federal,FOOD ACCESS,0,0.0,0
Distrito Federal,0IUNIOU,0,0.0,0
Distrito Federal,OTHER,0,0.0,0
Guerrero,FOOD ACCESS,0,0.0,0
Guerrero,0IUNIOU,0,0.0,0
Guerrero,OTHER,0,0.0,0
México,FOOD ACCESS,0,0.0,0
México,0IUNIOU,0,0.0,0
México,OTHER,0,0.0,0
Morelos,FOOD ACCESS,0,0.0,0
Morelos,0IUNIOU,0,0.0,0
Morelos,OTHER,0,0.0,0
Sinaloa,FOOD ACCESS,0,0.0,0
Sinaloa,0IUNIOU,0,0.0,0
Sinaloa,OTHER,0,0.0,0
Baja California,FOOD ACCESS,0,0.0,0
Baja California,0IUNIOU,0,0.0,0
Baja California,OTHER,0,0.0,0
Sonora,FOOD ACCESS,0,0.0,0
Sonora,0IUNIOU,0,0.0,0
Sonora,OTHER,0,0.0,0
Baja California Sur,FOOD ACCESS,0,0.0,0
Baja California Sur,0IUNIOU,0,0.0,0
Baja California Sur,OTHER,0,0.0,0
Zacatecas,FOOD ACCESS,0,0.0,0
Zacatecas,0IUNIOU,0,0.0,0
Zacatecas,OTHER,0,0.0,0
Durango,FOOD ACCESS,0,0.0,0
Durango,0IUNIOU,0,0.0,0
Durango,OTHER,0,0.0,0
Chihuahua,FOOD ACCESS,0,0.0,0
Chihuahua,0IUNIOU,0,0.0,0
Chihuahua,OTHER,0,0.0,0
Colima,FOOD ACCESS,0,0.0,0
Colima,0IUNIOU,0,0.0,0
Colima,OTHER,0,0.0,0
Nayarit,FOOD ACCESS,0,0.0,0
Nayarit,0IUNIOU,0,0.0,0
Nayarit,OTHER,0,0.0,0
Michoacán de Ocampo,FOOD ACCESS,0,0.0,0
Michoacán de Ocampo,0IUNIOU,0,0.0,0
Michoacán de Ocampo,OTHER,0,0.0,0
Jalisco,FOOD ACCESS,0,0.0,0
Jalisco,0IUNIOU,0,0.0,0
Jalisco,OTHER,0,0.0,0
Chiapas,FOOD ACCESS,0,0.0,0
Chiapas,0IUNIOU,0,0.0,0
Chiapas,OTHER,0,0.0,0
Tabasco,FOOD ACCESS,0,0.0,0
Tabasco,0IUNIOU,0,0.0,0
Tabasco,OTHER,0,0.0,0
Oaxaca,FOOD ACCESS,0,0.0,0
Oaxaca,0IUNIOU,0,0.0,0
Oaxaca,OTHER,0,0.0,0
Guanajuato,FOOD ACCESS,0,0.0,0
Guanajuato,0IUNIOU,0,0.0,0
Guanajuato,OTHER,0,0.0,0
Aguascalientes,FOOD ACCESS,0,0.0,0
Aguascalientes,0IUNIOU,0,0.0,0
Aguascalientes,OTHER,0,0.0,0
Querétaro,FOOD ACCESS,0,0.0,0
Querétaro,0IUNIOU,0,0.0,0
Querétaro,OTHER,0,0.0,0
San Luis Potosí,FOOD ACCESS,0,0.0,0
San Luis Potosí,0IUNIOU,0,0.0,0
San Luis Potosí,OTHER,0,0.0,0
Tlaxcala,FOOD ACCESS,0,0.0,0
Tlaxcala,0IUNIOU,0,0.0,0
Tlaxcala,OTHER,0,0.0,0
Puebla,FOOD ACCESS,0,0.0,0
Puebla,0IUNIOU,0,0.0,0
Puebla,OTHER,0,0.0,0
Hidalgo,FOOD ACCESS,0,0.0,0
Hidalgo,0IUNIOU,0,0.0,0
Hidalgo,OTHER,0,0.0,0
Veracruz de Ignacio de la Llave,FOOD ACCESS,0,0.0,0
Veracruz de Ignacio de la Llave,0IUNIOU,0,0.0,0
Veracruz de Ignacio de la Llave,OTHER,0,0.0,0
Nuevo León,FOOD ACCESS,0,0.0,0
Nuevo León,0IUNIOU,0,0.0,0
Nuevo León,OTHER,0,0.0,0
Coahuila de Zaragoza,FOOD ACCESS,0,0.0,0
Coahuila de Zaragoza,0IUNIOU,0,0.0,0
Coahuila de Zaragoza,OTHER,0,0.0,0
Tamaulipas,FOOD ACCESS,0,0.0,0
Tamaulipas,0IUNIOU,0,0.0,0
Tamaulipas,OTHER,0,0.0,0
Yucatán,FOOD ACCESS,0,0.0,0
Yucatán,0IUNIOU,0,0.0,0
Yucatán,OTHER,0,0.0,0
Campeche,FOOD ACCESS,0,0.0,0
Campeche,0IUNIOU,0,0.0,0
Campeche,OTHER,0,0.0,0
Quintana Roo,FOOD ACCESS,0,0.0,0
Quintana Roo,0IUNIOU,0,0.0,0
Quintana Roo,OTHER,0,0.0,0
